'Time and date','II','MCL1','ABP'
'[12:36:20.577 03/12/3299]',0.013,-0.053,58.400
'[12:36:20.585 03/12/3299]',0.026,-0.053,57.600
'[12:36:20.593 03/12/3299]',0.053,-0.053,57.600
'[12:36:20.601 03/12/3299]',0.066,-0.053,56.800
'[12:36:20.609 03/12/3299]',0.066,-0.053,56.800
'[12:36:20.617 03/12/3299]',0.053,-0.053,56.000
'[12:36:20.625 03/12/3299]',0.039,-0.053,56.000
'[12:36:20.633 03/12/3299]',0.039,-0.053,55.200
'[12:36:20.641 03/12/3299]',0.039,-0.053,55.200
'[12:36:20.649 03/12/3299]',0.039,-0.053,54.400
'[12:36:20.657 03/12/3299]',0.026,-0.053,54.400
'[12:36:20.665 03/12/3299]',-0.013,-0.053,54.400
'[12:36:20.673 03/12/3299]',-0.039,-0.053,53.600
'[12:36:20.681 03/12/3299]',-0.053,-0.053,53.600
'[12:36:20.689 03/12/3299]',-0.053,-0.053,52.800
'[12:36:20.697 03/12/3299]',-0.053,-0.053,52.800
'[12:36:20.705 03/12/3299]',-0.053,-0.053,52.800
'[12:36:20.713 03/12/3299]',-0.053,-0.053,52.000
'[12:36:20.721 03/12/3299]',-0.053,-0.053,52.000
'[12:36:20.729 03/12/3299]',-0.053,-0.053,52.000
'[12:36:20.737 03/12/3299]',-0.053,-0.053,51.200
'[12:36:20.745 03/12/3299]',-0.066,-0.053,51.200
'[12:36:20.753 03/12/3299]',-0.118,0.000,51.200
'[12:36:20.761 03/12/3299]',-0.158,0.053,51.200
'[12:36:20.769 03/12/3299]',-0.066,0.184,50.400
'[12:36:20.777 03/12/3299]',0.224,0.434,50.400
'[12:36:20.785 03/12/3299]',0.513,0.684,50.400
'[12:36:20.793 03/12/3299]',0.566,0.250,50.400
'[12:36:20.801 03/12/3299]',0.289,-0.934,49.600
'[12:36:20.809 03/12/3299]',0.053,-1.750,49.600
'[12:36:20.817 03/12/3299]',-0.053,-1.750,49.600
'[12:36:20.825 03/12/3299]',-0.105,-1.000,49.600
'[12:36:20.833 03/12/3299]',-0.145,-0.553,48.800
'[12:36:20.841 03/12/3299]',-0.158,-0.303,48.800
'[12:36:20.849 03/12/3299]',-0.171,-0.118,48.800
'[12:36:20.857 03/12/3299]',-0.158,0.000,48.000
'[12:36:20.865 03/12/3299]',-0.132,0.053,48.000
'[12:36:20.873 03/12/3299]',-0.132,0.118,47.200
'[12:36:20.881 03/12/3299]',-0.118,0.184,47.200
'[12:36:20.889 03/12/3299]',-0.105,0.118,47.200
'[12:36:20.897 03/12/3299]',-0.105,0.184,47.200
'[12:36:20.905 03/12/3299]',-0.105,0.184,46.400
'[12:36:20.913 03/12/3299]',-0.092,0.184,47.200
'[12:36:20.921 03/12/3299]',-0.092,0.184,47.200
'[12:36:20.929 03/12/3299]',-0.092,0.184,48.800
'[12:36:20.937 03/12/3299]',-0.092,0.184,51.200
'[12:36:20.945 03/12/3299]',-0.092,0.184,56.000
'[12:36:20.953 03/12/3299]',-0.079,0.184,61.600
'[12:36:20.961 03/12/3299]',-0.079,0.184,69.600
'[12:36:20.969 03/12/3299]',-0.079,0.250,78.400
'[12:36:20.977 03/12/3299]',-0.066,0.250,88.000
'[12:36:20.985 03/12/3299]',-0.066,0.250,97.600
'[12:36:20.993 03/12/3299]',-0.066,0.250,106.400
'[12:36:21.001 03/12/3299]',-0.066,0.303,113.600
'[12:36:21.009 03/12/3299]',-0.053,0.303,120.800
'[12:36:21.017 03/12/3299]',-0.053,0.303,126.400
'[12:36:21.025 03/12/3299]',-0.039,0.368,131.200
'[12:36:21.033 03/12/3299]',-0.039,0.368,134.400
'[12:36:21.041 03/12/3299]',-0.026,0.434,136.800
'[12:36:21.049 03/12/3299]',-0.013,0.434,138.400
'[12:36:21.057 03/12/3299]',0.000,0.500,139.200
'[12:36:21.065 03/12/3299]',0.013,0.500,139.200
'[12:36:21.073 03/12/3299]',0.026,0.500,139.200
'[12:36:21.081 03/12/3299]',0.039,0.500,139.200
'[12:36:21.089 03/12/3299]',0.053,0.500,137.600
'[12:36:21.097 03/12/3299]',0.066,0.500,136.800
'[12:36:21.105 03/12/3299]',0.066,0.434,134.400
'[12:36:21.113 03/12/3299]',0.079,0.368,132.800
'[12:36:21.121 03/12/3299]',0.079,0.368,130.400
'[12:36:21.129 03/12/3299]',0.079,0.303,128.000
'[12:36:21.137 03/12/3299]',0.066,0.184,125.600
'[12:36:21.145 03/12/3299]',0.066,0.118,122.400
'[12:36:21.153 03/12/3299]',0.053,0.053,120.000
'[12:36:21.161 03/12/3299]',0.039,0.053,116.800
'[12:36:21.169 03/12/3299]',0.026,0.000,113.600
'[12:36:21.177 03/12/3299]',0.026,-0.053,110.400
'[12:36:21.185 03/12/3299]',0.013,-0.053,107.200
'[12:36:21.193 03/12/3299]',0.013,-0.118,104.000
'[12:36:21.201 03/12/3299]',0.000,-0.118,100.000
'[12:36:21.209 03/12/3299]',0.000,-0.118,96.000
'[12:36:21.217 03/12/3299]',-0.013,-0.118,92.800
'[12:36:21.225 03/12/3299]',-0.013,-0.118,88.800
'[12:36:21.233 03/12/3299]',-0.013,-0.118,85.600
'[12:36:21.241 03/12/3299]',-0.013,-0.118,83.200
'[12:36:21.249 03/12/3299]',-0.026,-0.118,80.800
'[12:36:21.257 03/12/3299]',-0.026,-0.118,78.400
'[12:36:21.265 03/12/3299]',-0.026,-0.118,76.800
'[12:36:21.273 03/12/3299]',-0.026,-0.118,75.200
'[12:36:21.281 03/12/3299]',-0.026,-0.118,74.400
'[12:36:21.289 03/12/3299]',-0.013,-0.053,73.600
'[12:36:21.297 03/12/3299]',-0.013,-0.053,72.800
'[12:36:21.305 03/12/3299]',-0.013,-0.053,72.000
'[12:36:21.313 03/12/3299]',-0.013,-0.053,72.000
'[12:36:21.321 03/12/3299]',-0.013,-0.053,71.200
'[12:36:21.329 03/12/3299]',-0.013,-0.053,71.200
'[12:36:21.337 03/12/3299]',-0.013,-0.053,71.200
'[12:36:21.345 03/12/3299]',-0.013,-0.053,70.400
'[12:36:21.353 03/12/3299]',0.000,-0.053,70.400
'[12:36:21.361 03/12/3299]',0.000,-0.118,69.600
'[12:36:21.369 03/12/3299]',0.000,-0.053,69.600
'[12:36:21.377 03/12/3299]',0.000,-0.118,68.800
'[12:36:21.385 03/12/3299]',0.000,-0.118,68.000
'[12:36:21.393 03/12/3299]',0.000,-0.118,68.000
'[12:36:21.401 03/12/3299]',0.000,-0.118,67.200
'[12:36:21.409 03/12/3299]',0.000,-0.118,67.200
'[12:36:21.417 03/12/3299]',0.000,-0.118,66.400
'[12:36:21.425 03/12/3299]',0.000,-0.118,65.600
'[12:36:21.433 03/12/3299]',0.000,-0.118,65.600
'[12:36:21.441 03/12/3299]',0.000,-0.118,64.800
'[12:36:21.449 03/12/3299]',0.013,-0.118,64.800
'[12:36:21.457 03/12/3299]',0.013,-0.118,64.000
'[12:36:21.465 03/12/3299]',0.013,-0.118,63.200
'[12:36:21.473 03/12/3299]',0.013,-0.118,63.200
'[12:36:21.481 03/12/3299]',0.013,-0.118,62.400
'[12:36:21.489 03/12/3299]',0.026,-0.118,61.600
'[12:36:21.497 03/12/3299]',0.026,-0.118,61.600
'[12:36:21.505 03/12/3299]',0.013,-0.118,60.800
'[12:36:21.513 03/12/3299]',0.013,-0.118,60.800
'[12:36:21.521 03/12/3299]',0.026,-0.053,60.000
'[12:36:21.529 03/12/3299]',0.026,-0.053,59.200
'[12:36:21.537 03/12/3299]',0.013,-0.053,59.200
'[12:36:21.545 03/12/3299]',0.026,-0.053,58.400
'[12:36:21.553 03/12/3299]',0.053,-0.053,58.400
'[12:36:21.561 03/12/3299]',0.079,-0.053,57.600
'[12:36:21.569 03/12/3299]',0.079,-0.053,57.600
'[12:36:21.577 03/12/3299]',0.092,-0.053,56.800
'[12:36:21.585 03/12/3299]',0.092,-0.053,56.000
'[12:36:21.593 03/12/3299]',0.092,-0.118,56.000
'[12:36:21.601 03/12/3299]',0.079,-0.118,55.200
'[12:36:21.609 03/12/3299]',0.066,-0.118,55.200
'[12:36:21.617 03/12/3299]',0.079,-0.118,54.400
'[12:36:21.625 03/12/3299]',0.079,-0.118,54.400
'[12:36:21.633 03/12/3299]',0.053,-0.118,53.600
'[12:36:21.641 03/12/3299]',0.013,-0.118,53.600
'[12:36:21.649 03/12/3299]',-0.013,-0.118,53.600
'[12:36:21.657 03/12/3299]',-0.013,-0.118,52.800
'[12:36:21.665 03/12/3299]',-0.026,-0.053,52.800
'[12:36:21.673 03/12/3299]',-0.026,-0.053,52.000
'[12:36:21.681 03/12/3299]',-0.026,-0.118,52.000
'[12:36:21.689 03/12/3299]',-0.013,-0.053,52.000
'[12:36:21.697 03/12/3299]',-0.013,-0.053,51.200
'[12:36:21.705 03/12/3299]',-0.013,-0.053,51.200
'[12:36:21.713 03/12/3299]',-0.026,-0.053,51.200
'[12:36:21.721 03/12/3299]',-0.053,-0.053,50.400
'[12:36:21.729 03/12/3299]',-0.105,0.000,50.400
'[12:36:21.737 03/12/3299]',-0.132,0.118,50.400
'[12:36:21.745 03/12/3299]',0.026,0.250,49.600
'[12:36:21.753 03/12/3299]',0.329,0.500,49.600
'[12:36:21.761 03/12/3299]',0.539,0.553,49.600
'[12:36:21.769 03/12/3299]',0.474,-0.184,49.600
'[12:36:21.777 03/12/3299]',0.224,-1.303,48.800
'[12:36:21.785 03/12/3299]',0.039,-1.750,48.800
'[12:36:21.793 03/12/3299]',-0.039,-1.368,48.800
'[12:36:21.801 03/12/3299]',-0.079,-0.868,48.000
'[12:36:21.809 03/12/3299]',-0.105,-0.500,48.000
'[12:36:21.817 03/12/3299]',-0.132,-0.250,48.000
'[12:36:21.825 03/12/3299]',-0.132,-0.053,47.200
'[12:36:21.833 03/12/3299]',-0.118,0.053,47.200
'[12:36:21.841 03/12/3299]',-0.105,0.118,46.400
'[12:36:21.849 03/12/3299]',-0.092,0.118,46.400
'[12:36:21.857 03/12/3299]',-0.079,0.118,46.400
'[12:36:21.865 03/12/3299]',-0.079,0.184,45.600
'[12:36:21.873 03/12/3299]',-0.066,0.118,45.600
'[12:36:21.881 03/12/3299]',-0.066,0.184,45.600
'[12:36:21.889 03/12/3299]',-0.066,0.184,45.600
'[12:36:21.897 03/12/3299]',-0.066,0.184,46.400
'[12:36:21.905 03/12/3299]',-0.066,0.184,47.200
'[12:36:21.913 03/12/3299]',-0.053,0.184,50.400
'[12:36:21.921 03/12/3299]',-0.053,0.184,54.400
'[12:36:21.929 03/12/3299]',-0.053,0.184,60.800
'[12:36:21.937 03/12/3299]',-0.039,0.184,68.800
'[12:36:21.945 03/12/3299]',-0.026,0.184,78.400
'[12:36:21.953 03/12/3299]',-0.026,0.250,88.000
'[12:36:21.961 03/12/3299]',-0.026,0.250,96.800
'[12:36:21.969 03/12/3299]',-0.026,0.250,105.600
'[12:36:21.977 03/12/3299]',-0.013,0.250,113.600
'[12:36:21.985 03/12/3299]',-0.013,0.303,120.800
'[12:36:21.993 03/12/3299]',0.000,0.368,126.400
'[12:36:22.001 03/12/3299]',0.000,0.368,130.400
'[12:36:22.009 03/12/3299]',0.013,0.434,133.600
'[12:36:22.017 03/12/3299]',0.026,0.434,136.000
'[12:36:22.025 03/12/3299]',0.039,0.500,137.600
'[12:36:22.033 03/12/3299]',0.053,0.500,137.600
'[12:36:22.041 03/12/3299]',0.066,0.553,138.400
'[12:36:22.049 03/12/3299]',0.066,0.553,137.600
'[12:36:22.057 03/12/3299]',0.079,0.500,137.600
'[12:36:22.065 03/12/3299]',0.105,0.500,136.000
'[12:36:22.073 03/12/3299]',0.118,0.500,134.400
'[12:36:22.081 03/12/3299]',0.118,0.434,132.800
'[12:36:22.089 03/12/3299]',0.105,0.368,131.200
'[12:36:22.097 03/12/3299]',0.092,0.303,128.800
'[12:36:22.105 03/12/3299]',0.092,0.250,126.400
'[12:36:22.113 03/12/3299]',0.092,0.184,124.000
'[12:36:22.121 03/12/3299]',0.079,0.118,120.800
'[12:36:22.129 03/12/3299]',0.066,0.053,118.400
'[12:36:22.137 03/12/3299]',0.066,0.000,115.200
'[12:36:22.145 03/12/3299]',0.039,-0.053,112.000
'[12:36:22.153 03/12/3299]',0.013,-0.118,108.800
'[12:36:22.161 03/12/3299]',0.013,-0.118,105.600
'[12:36:22.169 03/12/3299]',0.013,-0.118,101.600
'[12:36:22.177 03/12/3299]',0.026,-0.118,98.400
'[12:36:22.185 03/12/3299]',0.013,-0.118,94.400
'[12:36:22.193 03/12/3299]',0.000,-0.118,90.400
'[12:36:22.201 03/12/3299]',0.013,-0.118,87.200
'[12:36:22.209 03/12/3299]',0.013,-0.118,84.000
'[12:36:22.217 03/12/3299]',0.000,-0.118,80.800
'[12:36:22.225 03/12/3299]',-0.013,-0.118,78.400
'[12:36:22.233 03/12/3299]',-0.013,-0.118,76.000
'[12:36:22.241 03/12/3299]',0.000,-0.118,74.400
'[12:36:22.249 03/12/3299]',0.013,-0.118,72.800
'[12:36:22.257 03/12/3299]',0.000,-0.118,72.000
'[12:36:22.265 03/12/3299]',-0.013,-0.118,71.200
'[12:36:22.273 03/12/3299]',-0.013,-0.118,70.400
'[12:36:22.281 03/12/3299]',-0.013,-0.053,70.400
'[12:36:22.289 03/12/3299]',-0.026,-0.053,69.600
'[12:36:22.297 03/12/3299]',-0.013,-0.053,69.600
'[12:36:22.305 03/12/3299]',0.000,-0.053,69.600
'[12:36:22.313 03/12/3299]',0.000,-0.053,68.800
'[12:36:22.321 03/12/3299]',0.013,-0.118,68.800
'[12:36:22.329 03/12/3299]',0.000,-0.118,68.000
'[12:36:22.337 03/12/3299]',-0.013,-0.118,68.000
'[12:36:22.345 03/12/3299]',0.000,-0.118,67.200
'[12:36:22.353 03/12/3299]',0.000,-0.118,67.200
'[12:36:22.361 03/12/3299]',0.000,-0.118,66.400
'[12:36:22.369 03/12/3299]',0.013,-0.118,65.600
'[12:36:22.377 03/12/3299]',0.013,-0.118,65.600
'[12:36:22.385 03/12/3299]',0.013,-0.118,64.800
'[12:36:22.393 03/12/3299]',0.013,-0.118,64.800
'[12:36:22.401 03/12/3299]',0.013,-0.118,64.000
'[12:36:22.409 03/12/3299]',0.013,-0.118,64.000
'[12:36:22.417 03/12/3299]',0.013,-0.118,63.200
'[12:36:22.425 03/12/3299]',0.013,-0.118,62.400
'[12:36:22.433 03/12/3299]',0.013,-0.118,62.400
'[12:36:22.441 03/12/3299]',0.013,-0.118,61.600
'[12:36:22.449 03/12/3299]',0.000,-0.118,61.600
'[12:36:22.457 03/12/3299]',0.000,-0.118,60.800
'[12:36:22.465 03/12/3299]',0.000,-0.118,60.800
'[12:36:22.473 03/12/3299]',0.000,-0.118,60.000
'[12:36:22.481 03/12/3299]',0.000,-0.118,60.000
'[12:36:22.489 03/12/3299]',0.000,-0.053,60.000
'[12:36:22.497 03/12/3299]',0.000,-0.053,59.200
'[12:36:22.505 03/12/3299]',0.000,-0.053,59.200
'[12:36:22.513 03/12/3299]',0.013,-0.053,59.200
'[12:36:22.521 03/12/3299]',0.026,-0.053,58.400
'[12:36:22.529 03/12/3299]',0.039,-0.053,58.400
'[12:36:22.537 03/12/3299]',0.039,-0.053,58.400
'[12:36:22.545 03/12/3299]',0.053,-0.053,57.600
'[12:36:22.553 03/12/3299]',0.053,-0.053,57.600
'[12:36:22.561 03/12/3299]',0.039,-0.053,56.800
'[12:36:22.569 03/12/3299]',0.026,-0.053,56.800
'[12:36:22.577 03/12/3299]',0.026,-0.053,56.800
'[12:36:22.585 03/12/3299]',0.026,-0.053,56.000
'[12:36:22.593 03/12/3299]',0.026,-0.053,56.000
'[12:36:22.601 03/12/3299]',0.000,-0.053,56.000
'[12:36:22.609 03/12/3299]',-0.039,-0.053,55.200
'[12:36:22.617 03/12/3299]',-0.066,-0.053,55.200
'[12:36:22.625 03/12/3299]',-0.066,-0.053,54.400
'[12:36:22.633 03/12/3299]',-0.066,-0.053,54.400
'[12:36:22.641 03/12/3299]',-0.066,-0.053,53.600
'[12:36:22.649 03/12/3299]',-0.066,-0.053,53.600
'[12:36:22.657 03/12/3299]',-0.079,-0.053,53.600
'[12:36:22.665 03/12/3299]',-0.079,-0.053,52.800
'[12:36:22.673 03/12/3299]',-0.079,-0.053,52.800
'[12:36:22.681 03/12/3299]',-0.079,-0.053,52.800
'[12:36:22.689 03/12/3299]',-0.092,-0.053,52.000
'[12:36:22.697 03/12/3299]',-0.145,0.000,52.000
'[12:36:22.705 03/12/3299]',-0.184,0.118,52.000
'[12:36:22.713 03/12/3299]',-0.105,0.250,51.200
'[12:36:22.721 03/12/3299]',0.171,0.500,51.200
'[12:36:22.729 03/12/3299]',0.434,0.684,51.200
'[12:36:22.737 03/12/3299]',0.487,0.184,50.400
'[12:36:22.745 03/12/3299]',0.197,-1.000,50.400
'[12:36:22.753 03/12/3299]',-0.013,-1.750,50.400
'[12:36:22.761 03/12/3299]',-0.105,-1.553,49.600
'[12:36:22.769 03/12/3299]',-0.145,-1.000,49.600
'[12:36:22.777 03/12/3299]',-0.184,-0.553,49.600
'[12:36:22.785 03/12/3299]',-0.197,-0.303,48.800
'[12:36:22.793 03/12/3299]',-0.197,-0.118,48.800
'[12:36:22.801 03/12/3299]',-0.184,0.000,48.800
'[12:36:22.809 03/12/3299]',-0.171,0.053,48.000
'[12:36:22.817 03/12/3299]',-0.158,0.118,48.000
'[12:36:22.825 03/12/3299]',-0.145,0.184,47.200
'[12:36:22.833 03/12/3299]',-0.132,0.184,47.200
'[12:36:22.841 03/12/3299]',-0.132,0.184,47.200
'[12:36:22.849 03/12/3299]',-0.132,0.184,47.200
'[12:36:22.857 03/12/3299]',-0.118,0.184,47.200
'[12:36:22.865 03/12/3299]',-0.118,0.184,48.000
'[12:36:22.873 03/12/3299]',-0.118,0.184,48.800
'[12:36:22.881 03/12/3299]',-0.118,0.184,51.200
'[12:36:22.889 03/12/3299]',-0.105,0.184,55.200
'[12:36:22.897 03/12/3299]',-0.105,0.184,61.600
'[12:36:22.905 03/12/3299]',-0.105,0.250,68.800
'[12:36:22.913 03/12/3299]',-0.092,0.250,77.600
'[12:36:22.921 03/12/3299]',-0.092,0.250,87.200
'[12:36:22.929 03/12/3299]',-0.092,0.250,96.000
'[12:36:22.937 03/12/3299]',-0.092,0.250,104.800
'[12:36:22.945 03/12/3299]',-0.079,0.303,112.800
'[12:36:22.953 03/12/3299]',-0.079,0.303,119.200
'[12:36:22.961 03/12/3299]',-0.066,0.303,124.800
'[12:36:22.969 03/12/3299]',-0.066,0.368,129.600
'[12:36:22.977 03/12/3299]',-0.053,0.368,132.800
'[12:36:22.985 03/12/3299]',-0.053,0.434,135.200
'[12:36:22.993 03/12/3299]',-0.039,0.500,136.800
'[12:36:23.001 03/12/3299]',-0.026,0.500,137.600
'[12:36:23.009 03/12/3299]',-0.013,0.500,137.600
'[12:36:23.017 03/12/3299]',0.000,0.500,137.600
'[12:36:23.025 03/12/3299]',0.013,0.500,136.800
'[12:36:23.033 03/12/3299]',0.026,0.500,136.000
'[12:36:23.041 03/12/3299]',0.039,0.500,134.400
'[12:36:23.049 03/12/3299]',0.053,0.434,132.800
'[12:36:23.057 03/12/3299]',0.053,0.434,131.200
'[12:36:23.065 03/12/3299]',0.053,0.368,128.800
'[12:36:23.073 03/12/3299]',0.053,0.250,126.400
'[12:36:23.081 03/12/3299]',0.039,0.184,124.000
'[12:36:23.089 03/12/3299]',0.039,0.118,120.800
'[12:36:23.097 03/12/3299]',0.026,0.053,118.400
'[12:36:23.105 03/12/3299]',0.013,0.000,115.200
'[12:36:23.113 03/12/3299]',0.013,0.000,112.000
'[12:36:23.121 03/12/3299]',0.000,-0.053,108.800
'[12:36:23.129 03/12/3299]',0.000,-0.053,105.600
'[12:36:23.137 03/12/3299]',-0.013,-0.118,102.400
'[12:36:23.145 03/12/3299]',-0.013,-0.118,98.400
'[12:36:23.153 03/12/3299]',-0.013,-0.118,95.200
'[12:36:23.161 03/12/3299]',-0.026,-0.118,91.200
'[12:36:23.169 03/12/3299]',-0.026,-0.118,88.000
'[12:36:23.177 03/12/3299]',-0.026,-0.118,84.800
'[12:36:23.185 03/12/3299]',-0.026,-0.118,81.600
'[12:36:23.193 03/12/3299]',-0.026,-0.118,79.200
'[12:36:23.201 03/12/3299]',-0.026,-0.118,77.600
'[12:36:23.209 03/12/3299]',-0.039,-0.053,75.200
'[12:36:23.217 03/12/3299]',-0.039,-0.053,74.400
'[12:36:23.225 03/12/3299]',-0.039,-0.053,73.600
'[12:36:23.233 03/12/3299]',-0.039,-0.053,72.800
'[12:36:23.241 03/12/3299]',-0.039,-0.053,72.000
'[12:36:23.249 03/12/3299]',-0.039,-0.053,72.000
'[12:36:23.257 03/12/3299]',-0.039,-0.053,71.200
'[12:36:23.265 03/12/3299]',-0.039,-0.053,71.200
'[12:36:23.273 03/12/3299]',-0.026,-0.053,70.400
'[12:36:23.281 03/12/3299]',-0.026,-0.053,70.400
'[12:36:23.289 03/12/3299]',-0.026,-0.053,70.400
'[12:36:23.297 03/12/3299]',-0.026,-0.053,69.600
'[12:36:23.305 03/12/3299]',-0.026,-0.053,69.600
'[12:36:23.313 03/12/3299]',-0.026,-0.053,68.800
'[12:36:23.321 03/12/3299]',-0.026,-0.053,68.000
'[12:36:23.329 03/12/3299]',-0.026,-0.053,68.000
'[12:36:23.337 03/12/3299]',-0.013,-0.053,67.200
'[12:36:23.345 03/12/3299]',-0.013,-0.118,67.200
'[12:36:23.353 03/12/3299]',-0.013,-0.118,66.400
'[12:36:23.361 03/12/3299]',-0.013,-0.118,65.600
'[12:36:23.369 03/12/3299]',-0.013,-0.118,65.600
'[12:36:23.377 03/12/3299]',-0.013,-0.118,64.800
'[12:36:23.385 03/12/3299]',-0.013,-0.118,64.800
'[12:36:23.393 03/12/3299]',-0.013,-0.118,64.000
'[12:36:23.401 03/12/3299]',-0.013,-0.118,64.000
'[12:36:23.409 03/12/3299]',-0.013,-0.118,63.200
'[12:36:23.417 03/12/3299]',-0.013,-0.118,62.400
'[12:36:23.425 03/12/3299]',-0.013,-0.118,62.400
'[12:36:23.433 03/12/3299]',0.000,-0.118,61.600
'[12:36:23.441 03/12/3299]',0.000,-0.118,61.600
'[12:36:23.449 03/12/3299]',0.000,-0.053,60.800
'[12:36:23.457 03/12/3299]',0.013,-0.053,60.000
'[12:36:23.465 03/12/3299]',0.013,-0.053,60.000
'[12:36:23.473 03/12/3299]',0.013,-0.053,59.200
'[12:36:23.481 03/12/3299]',0.013,-0.053,59.200
'[12:36:23.489 03/12/3299]',0.026,-0.053,58.400
'[12:36:23.497 03/12/3299]',0.039,-0.053,58.400
'[12:36:23.505 03/12/3299]',0.066,-0.053,57.600
'[12:36:23.513 03/12/3299]',0.079,-0.053,57.600
'[12:36:23.521 03/12/3299]',0.092,-0.053,56.800
'[12:36:23.529 03/12/3299]',0.079,-0.053,56.800
'[12:36:23.537 03/12/3299]',0.066,-0.053,56.000
'[12:36:23.545 03/12/3299]',0.066,-0.053,56.000
'[12:36:23.553 03/12/3299]',0.066,-0.053,55.200
'[12:36:23.561 03/12/3299]',0.066,-0.053,55.200
'[12:36:23.569 03/12/3299]',0.066,-0.053,54.400
'[12:36:23.577 03/12/3299]',0.026,-0.053,54.400
'[12:36:23.585 03/12/3299]',0.000,-0.053,53.600
'[12:36:23.593 03/12/3299]',-0.026,-0.053,53.600
'[12:36:23.601 03/12/3299]',-0.026,-0.053,53.600
'[12:36:23.609 03/12/3299]',-0.026,-0.053,52.800
'[12:36:23.617 03/12/3299]',-0.026,-0.053,52.800
'[12:36:23.625 03/12/3299]',-0.026,-0.053,52.800
'[12:36:23.633 03/12/3299]',-0.026,-0.053,52.000
'[12:36:23.641 03/12/3299]',-0.026,-0.053,52.000
'[12:36:23.649 03/12/3299]',-0.026,-0.053,52.000
'[12:36:23.657 03/12/3299]',-0.039,-0.053,51.200
'[12:36:23.665 03/12/3299]',-0.066,-0.053,51.200
'[12:36:23.673 03/12/3299]',-0.118,0.053,51.200
'[12:36:23.681 03/12/3299]',-0.132,0.118,51.200
'[12:36:23.689 03/12/3299]',0.092,0.303,50.400
'[12:36:23.697 03/12/3299]',0.421,0.553,50.400
'[12:36:23.705 03/12/3299]',0.592,0.684,50.400
'[12:36:23.713 03/12/3299]',0.447,-0.303,49.600
'[12:36:23.721 03/12/3299]',0.171,-1.434,49.600
'[12:36:23.729 03/12/3299]',0.000,-1.750,49.600
'[12:36:23.737 03/12/3299]',-0.066,-1.250,49.600
'[12:36:23.745 03/12/3299]',-0.105,-0.750,48.800
'[12:36:23.753 03/12/3299]',-0.132,-0.434,48.800
'[12:36:23.761 03/12/3299]',-0.145,-0.250,48.800
'[12:36:23.769 03/12/3299]',-0.132,-0.053,48.000
'[12:36:23.777 03/12/3299]',-0.118,0.053,48.000
'[12:36:23.785 03/12/3299]',-0.105,0.118,48.000
'[12:36:23.793 03/12/3299]',-0.092,0.118,47.200
'[12:36:23.801 03/12/3299]',-0.079,0.184,47.200
'[12:36:23.809 03/12/3299]',-0.079,0.118,47.200
'[12:36:23.817 03/12/3299]',-0.066,0.184,47.200
'[12:36:23.825 03/12/3299]',-0.066,0.184,47.200
'[12:36:23.833 03/12/3299]',-0.053,0.184,47.200
'[12:36:23.841 03/12/3299]',-0.053,0.184,48.000
'[12:36:23.849 03/12/3299]',-0.053,0.184,49.600
'[12:36:23.857 03/12/3299]',-0.053,0.184,53.600
'[12:36:23.865 03/12/3299]',-0.053,0.184,59.200
'[12:36:23.873 03/12/3299]',-0.053,0.184,66.400
'[12:36:23.881 03/12/3299]',-0.039,0.184,74.400
'[12:36:23.889 03/12/3299]',-0.039,0.184,84.000
'[12:36:23.897 03/12/3299]',-0.026,0.250,92.800
'[12:36:23.905 03/12/3299]',-0.026,0.250,102.400
'[12:36:23.913 03/12/3299]',-0.026,0.250,110.400
'[12:36:23.921 03/12/3299]',-0.026,0.303,117.600
'[12:36:23.929 03/12/3299]',-0.013,0.303,124.000
'[12:36:23.937 03/12/3299]',-0.013,0.368,128.800
'[12:36:23.945 03/12/3299]',0.000,0.368,132.800
'[12:36:23.953 03/12/3299]',0.000,0.368,135.200
'[12:36:23.961 03/12/3299]',0.013,0.434,137.600
'[12:36:23.969 03/12/3299]',0.013,0.500,138.400
'[12:36:23.977 03/12/3299]',0.026,0.500,139.200
'[12:36:23.985 03/12/3299]',0.039,0.500,139.200
'[12:36:23.993 03/12/3299]',0.066,0.500,139.200
'[12:36:24.001 03/12/3299]',0.079,0.500,138.400
'[12:36:24.009 03/12/3299]',0.092,0.500,136.800
'[12:36:24.017 03/12/3299]',0.105,0.500,135.200
'[12:36:24.025 03/12/3299]',0.105,0.434,133.600
'[12:36:24.033 03/12/3299]',0.105,0.368,131.200
'[12:36:24.041 03/12/3299]',0.105,0.303,128.800
'[12:36:24.049 03/12/3299]',0.105,0.250,126.400
'[12:36:24.057 03/12/3299]',0.092,0.184,123.200
'[12:36:24.065 03/12/3299]',0.079,0.118,120.800
'[12:36:24.073 03/12/3299]',0.079,0.053,117.600
'[12:36:24.081 03/12/3299]',0.066,0.000,114.400
'[12:36:24.089 03/12/3299]',0.053,-0.053,111.200
'[12:36:24.097 03/12/3299]',0.053,-0.053,108.000
'[12:36:24.105 03/12/3299]',0.026,-0.118,104.800
'[12:36:24.113 03/12/3299]',0.026,-0.118,100.800
'[12:36:24.121 03/12/3299]',0.039,-0.118,97.600
'[12:36:24.129 03/12/3299]',0.026,-0.118,93.600
'[12:36:24.137 03/12/3299]',0.013,-0.118,90.400
'[12:36:24.145 03/12/3299]',0.013,-0.118,87.200
'[12:36:24.153 03/12/3299]',0.013,-0.118,84.000
'[12:36:24.161 03/12/3299]',0.013,-0.118,81.600
