ITEMID,LABEL,CATEGORY
5801,"SimSC26","Free Form Intake"
5803,"SC 30 PO","Free Form Intake"
5804,"URINE OUTPUT-E.D.",
5806,"TPN w/Lipids 1291.0ml","IV Nutrition"
5807,"7.7meqNaAce/0.5uhep","Free Form Intake"
5809,"SC30 Po","Free Form Intake"
5811,"Lochia",
5812,"hemoptysis",
5814,"D5W 360.0ml","IV Infusions"
5816,"D5W 180.0ml","IV Infusions"
5817,"Neosure 26,NG","Free Form Intake"
5819,"SC28PG","Free Form Intake"
5820,"Neocate 28 PG","Free Form Intake"
5822,"Vent drain",
5823,"Pre-Admission Intake 4500.0cc","IV Infusions"
5825,"Tube Feeding 255.0ml","IV Infusions"
5826,"SSC26 NG","Free Form Intake"
5828,"Hemo dialysis out",
5829,".9% Normal Saline 100.0ml + 500mgkghr Bivalirudin","IV Drips"
5831,"Dextrose 10% 75.0ml","IV Infusions"
5833,"ns 15mmol na phos","Free Form Intake"
5834,"D5W 20.0ml + 5000Uhr Heparin","IV Drips"
5836,".9% Normal Saline 500.0ml + 720mgmin Amiodarone","IV Infusions"
5837,"3% Normal Saline 600.0ml","IV Infusions"
5838,"PERITONEAL","Free Form Intake"
5839,"partial exchange",
5840,"Peritoneal drain",
5841,"bladder irrig/urine",
5842,"SC28,PO","Free Form Intake"
5843,"Rectal",
5844,"vaginal fistula",
5845,"Supplement 200.0ml","IV Drips"
5846,"S 20 Fe PO 90.0ml","PO Feeding"
5847,"nutren","Free Form Intake"
5848,"SSC 26 po","Free Form Intake"
5849,"D5W 460.0ml","IV Infusions"
5850,"BM + thick-it","Free Form Intake"
5851,"PLEURAL DRAIN",
5852,"Paracentesis Site",
5853,"Procainamide HCl","Free Form Intake"
5854,"farr 2 ivf","Free Form Intake"
5855,"D10W 60.0cc","IV Infusions"
5856,"PLASMA-LYTE","Free Form Intake"
5857,"BM20 G-tube","Free Form Intake"
5858,"G-tube flush","Free Form Intake"
5859,"Lactated Ringers 300.0ml","IV Infusions"
5860,"Packed RBC's 281.0ml","IV Infusions"
5861,"Thoracentesis Left",
5862,"Thoracentesis Right",
5863,"Ssc30","Free Form Intake"
5864,"BM24 w/neosure, GT","Free Form Intake"
5865,"replete w/ fiber","Free Form Intake"
5866,"Neocate po","Free Form Intake"
5867,"Head of Bed","Free Form Intake"
5868,"Neocate +rice cereal","Free Form Intake"
5869,"labial drng",
5870,"ns 1/2cc:1cc replace","Free Form Intake"
5871,"N-acetylcysteine","Free Form Intake"
5872,"tpa cc/hr","Free Form Intake"
5873,"Sterile Water 25.0ml + 50mgmin TPA","IV Drips"
5874,"Sterile Water 25.0ml + 25mgmin TPA","IV Drips"
5875,"Neocate 26 Corn Oil","Free Form Intake"
5876,"rituximab","Free Form Intake"
5877,"Rectal Foley",
5878,"cellsaver","Free Form Intake"
5879,"BM28 w/HMF/MCT/BP po","Free Form Intake"
5880,"SSC28 po","Free Form Intake"
5881,"SC 28cals PO","Free Form Intake"
5882,"Thoracic angiocath",
5883,"chest tube #3",
5884,"Chest #1+ #2",
5885,"Pheresis Balance","Free Form Intake"
5886,"IV IG","Free Form Intake"
5887,"SC 30cals pg","Free Form Intake"
5888,"Baricat taken out",
5889,"Rituximab 50mg/31.2c","Free Form Intake"
5890,"Lipids","IV Drips"
5891,"SSC25PG","Free Form Intake"
5893,"Similac SC 26 PG","Free Form Intake"
5895,"SSC28 PO","Free Form Intake"
5896,"Similac SC 28 PG","Free Form Intake"
5897,"Similac SC 28 PO","Free Form Intake"
5899,"BM (thick & easy) PO","Free Form Intake"
5900,"sp. care 26 cal ng","Free Form Intake"
5902,"SSC30NG","Free Form Intake"
5903,"Similac SC 30 PG","Free Form Intake"
5905,"Sim 20 (Rice) NG","Free Form Intake"
5906,"Sim 20 (Rice) PO","Free Form Intake"
5908,"Sim 20 (Thick) PO","Free Form Intake"
5909,"SIM 26.","Free Form Intake"
5910,"BM20NG+thick&easy","Free Form Intake"
5912,"R side pleuracent",
5913,"SC 28 PG","Free Form Intake"
5915,"special care 26 PG","Free Form Intake"
5917,"Special Care 28 PG","Free Form Intake"
5918,"NS cc:cc OGT output","Free Form Intake"
5920,"BM26 (4HMF + 2MCT)","Free Form Intake"
5921,"SC 26 Fe NG","Free Form Intake"
5922,"Nutren pulm","Free Form Intake"
5925,"TPN 1950.0ml","IV Infusions"
5926,"Neocate 20","Free Form Intake"
5927,"True Urine",
5928,"TPN D8.5","Free Form Intake"
5930,"TPN D13.5","Free Form Intake"
5931,"Sim 20 PO","Free Form Intake"
5933,"Packed RBC's 277.0ml","IV Drips"
3464,"BMFSPO+ 4 HMF","Free Form Intake"
3467,"E 24 FS NG 90.0cc","PO Feeding"
3470,"PE24FSPO+Promod+HMF","Free Form Intake"
3473,"IV Meds","Free Form Intake"
3476,"Prosobee 24cal GT","Free Form Intake"
3479,"Prosobee FS NG","NG Feeding"
3481,"Prosobee 100.0cc","PO Feeding"
2482,"L PLEURALCENTESIS",
2484,"1000N/S 20GM CA GLU","Free Form Intake"
2487,"Fentanyl Base 100.0ml + 5000mcghr Fentanyl","IV Drips"
2491,"Current goal",
2493,"k phos. 15mm","Free Form Intake"
2496,"D5W 500.0ml + 500mghr Diltiazem","IV Drips"
2499,"PACU EMESIS",
2501,"TPN 1907.0ml","IV Infusions"
2504,"CA GLUCONATE","Free Form Intake"
2506,"OR ASCITES",
2508,"JP LATERAL",
2509,"JP MEDIAL",
2511,"TPN 1696.0ml","IV Nutrition"
2514,"SOLUMEDROL DRIP.","Free Form Intake"
2517,"TPN w/Lipids 1250.0ml","IV Infusions"
2520,"TPN 1666.0ml","IV Drips"
2522,"FOLEY FLUSH","Free Form Intake"
2525,"TPN w/Lipids 2003.0ml","IV Infusions"
2528,"crystalloid farr 5","Free Form Intake"
2531,"farr 5 u/o",
2533,"TPN 1609.0ml","IV Infusions"
2535,"Calcium gluconate","Free Form Intake"
2539,"L chest tube site",
2541,".9% Normal Saline 1.0ml + 50mcghr Fentanyl","IV Infusions"
2545,"TPN 1680.0ml","IV Drips"
2547,"sodium phosphate/ns","Free Form Intake"
2551,"Dextran 40 500.0ml","IV Infusions"
2554,"FREE WATER INTAKE","Free Form Intake"
2557,"N/A 20.0vl + 500mcgkgmin Propofol","IV Infusions"
2561,"ALCOHOL","Free Form Intake"
2563,"SOLUMEDROL MG/KG/HR","Free Form Intake"
2567,"130meqNAACETATE/D5W","Free Form Intake"
2570,"OR BILE",
2571,"TPN 1844.0ml","IV Drips"
2574,"INTERVENTIONAL RADIY","Free Form Intake"
2577,"ALCOHOL 5% DRIP G/HR","Free Form Intake"
2580,"hemovac hip",
2582,"Drain Out #5 T Tube",
2584,"TPN 1875.0ml","IV Infusions"
2587,"VICU IVF","Free Form Intake"
2589,"aprotanin","Free Form Intake"
2592,"VICU URINE OUT",
2648,"VASOTEC IV","Free Form Intake"
2651,"Drain Out #4 Sump",
2653,"TPN 1640.0ml","IV Infusions"
2656,"OR EPIDURAL INTAKE","Free Form Intake"
2659,"farr 2 output",
2661,"ampho b iv","Free Form Intake"
2664,"nesirtide","Free Form Intake"
2666,"E.R. URINE OUT",
2668,"aprotanine","Free Form Intake"
2671,"free h2o","Free Form Intake"
2673,"EPIDURAL",
2675,"POST NECK HEMOVAC",
2677,"Drain Out #7 Jejunostomy Tube",
2680,"Tham infusion","Free Form Intake"
2683,"Criticare HN 20.0str","Tube Feeding"
2686,"TPN w/Lipids 2200.0ml","IV Infusions"
2689,"METHYLPREDNISONE","Free Form Intake"
2692,"Angio","Free Form Intake"
2694,"ER URINE OUTPUT",
2696,"3ampsNAbicarb in D5w","Free Form Intake"
2700,"R NEPHROSTOMY TUBE",
2702,"ns with 40kcl","Free Form Intake"
2705,"FENOLDOPAM","Free Form Intake"
2707,"d5w w 10% etoh","Free Form Intake"
2710,"PHERESIS EBL",
2712,"D5W 250.0ml + 8gmhr Amicar","IV Infusions"
2716,"angio site",
2717,"D5W 250.0ml + 24mcgkgmin Levophed-k","IV Infusions"
2722,"ALCOHOL 10% DRIP","Free Form Intake"
2725,"NS W/ 40MEQ KCL","Free Form Intake"
2728,"POTASSIUM","Free Form Intake"
2731,"Dextran40 10%","Free Form Intake"
2734,"APROTININE","Free Form Intake"
2736,"D5W/154MEQ NAACETATE","Free Form Intake"
2740,"prbc in er","Free Form Intake"
2742,"1/2 NS WITH 40 KCL","Free Form Intake"
2746,"output in er",
2747,"u/o in er",
2749,"fluid bolus NS","Free Form Intake"
2752,".9% Normal Saline 100.0ml + 20mcgkgmin Milrinone","IV Infusions"
2757,"anti-thomcyte glob.","Free Form Intake"
2760,".9% Normal Saline 250.0ml + 2mcgkgmin Epinephrine-k","IV Infusions"
2765,"FARR 6 URINE OUT",
2767,"D5W 125.0ml + 100mcgkgmin Cisatracurium + 100mgkghr Cisatracurium","IV Infusions"
2773,"Floor Output",
2775,"PPN 3000.0ml","IV Infusions"
2831,"1/2st impact fiber","Free Form Intake"
2835,"TPN w/Lipids 1880.0ml","IV Infusions"
2838,"VAC DRAIN",
2839,"other",
2840,"FARR 5 OUT",
2842,"TPN 1880.0ml","IV Infusions"
2845,"Angio In","Free Form Intake"
2847,"ESMOLOL","Free Form Intake"
2850,"LEFT SUBDURAL DRAIN",
2852,"3% Normal Saline 60.0ml","IV Infusions"
2855,"ETOH GTT","Free Form Intake"
2858,"FLOOR CRYSTALLOIDS","Free Form Intake"
2861,"D5W 200.0ml + 200Umin Vasopressin","IV Infusions"
2865,"Lepriudin","Free Form Intake"
2868,"hemodialysis off",
2870,"JP RIGHT LEG #1",
2872,"D5W 300.0ml","IV Infusions"
2874,"JP RIGHT",
2876,"ER CRYSTALLOIDS","Free Form Intake"
2879,"Pre adm-Floor IV","Free Form Intake"
2882,"TPN 2018.0ml","IV Drips"
2884,"Carrier 200.0ml","IV Infusions"
2887,"Travasol","Free Form Intake"
2889,"argatroban","Free Form Intake"
2892,"EW URINE OUT",
2894,"iv contrast","Free Form Intake"
2897,"D5W 300MEQ BICARB","Free Form Intake"
2900,"L FEM",
2901,"Right brachial site",
2903,"jp drains to wall sx",
2905,".9% Normal Saline 250.0ml + 32mcgkgmin Levophed-k","IV Infusions"
2910,".9% Normal Saline 250.0ml + 1000mgmin Labetolol","IV Infusions"
2915,"D5W/10GM CAGLUC","Free Form Intake"
2918,".9% Normal Saline 200.0ml + 800mcgkghr Precedex","IV Infusions"
2923,"Integrellin","Free Form Intake"
2926,"IR UO",
2927,"AMPHO B","Free Form Intake"
2930,"D5W 500.0ml + 2400mcgkgmin Cisatracurium + 2400mgkghr Cisatracurium","IV Drips"
2936,"CT R. pleural #3",
2938,"IR INTAKE","Free Form Intake"
2940,"co injectate","Free Form Intake"
2943,"I.R. output","Free Form Intake"
2946,"TPN w/Lipids 1542.0ml","IV Drips"
2949,"duodenal",
2950,"t-tube left",
2952,"ER out",
2953,"Lipids 440.0ml","PO/Gastric"
2956,"mucus stoma",
2958,"D5W 41.2ml","IV Infusions"
2960,"D5W 250.0ml + 200mcgkgmin Dopamine","IV Drips"
2964,"Replacement 1/2 NS","Free Form Intake"
3023,"probalance 15gm prom","Free Form Intake"
3026,"Tube Feeding 60.0ml","IV Drips"
3029,"D5W 180.0ml + 20mcgkgmin Milrinone","IV Infusions"
3033,"CALSTAT","Free Form Intake"
3036,"na phosp 15 mmol","Free Form Intake"
3039,"ca gluc gtt","Free Form Intake"
3041,"FA6 IVF","Free Form Intake"
3044,"BYPASS REMOVAL",
3046,"D5W 200.0ml + 1200mcghr Sandostatin","Tube Feeding"
3050,"ca glu 40gm/1L","Free Form Intake"
3053,"URINE OUT",
3054,"TPN 1120.0ml","IV Infusions"
3057,"FARR 6 URINE",
3059,"Direct suction",
3061,"40Gm CaGluc/1000ccNS","Free Form Intake"
3064,"PACU ngt out",
3066,"TPN 1740.0ml","IV Drips"
3068,"TPN 2341.0ml","IV Infusions"
3071,".9% Normal Saline 100.0ml + 125mghr Diltiazem","IV Infusions"
3075,".9% Normal Saline 250.0ml + 50mcgkgmin Neosynephrine-k","IV Infusions"
3081,"QUICKMIX","Free Form Intake"
3083,"g-t residual",
3085,"D5/.45NS 125.0ml","IV Infusions"
3088,"1/2str impact/fiber","Free Form Intake"
3091,"GALLBLADDER DR FLUSH","Free Form Intake"
3095,".9% Normal Saline 250.0ml + 4mcgkgmin Epinephrine-k","IV Infusions"
3100,"TPN w/Lipids 3000.0ml","IV Infusions"
3103,"D5W 40.0ml + 50mghr Lasix","IV Drips"
3106,"Tube Feeding 400.0ml","Tube Feeding"
3109,"Golytly","Free Form Intake"
3112,"preadmit to ICU NS","Free Form Intake"
3115,"dialysis net",
3117,"D5W 250.0ml + 1000mcgkgmin Cisatracurium + 1000mgkghr Cisatracurium","IV Drips"
3123,"emergency rm urine",
3125,"xigris cc/hr","Free Form Intake"
3128,".9% Normal Saline 175.0ml + 1750mcghr Fentanyl","IV Drips"
3132,"RL + 20K/100","Free Form Intake"
3135,"NS/40GM CA GLU","Free Form Intake"
3138,"tpn","Free Form Intake"
3140,"D5W/1L/2AMP BICARB","Free Form Intake"
3144,"D5/.45NS 2500.0ml","IV Infusions"
4357,"Sterile Water 420.0ml","IV Drips"
4360,"D5W 250.0ml + 800mcgkgmin Neosynephrine-k","IV Drips"
4364,".9% Normal Saline 100.0ml + 5000mgkghr Pentobarbitol","IV Drips"
4369,"ER IN","Free Form Intake"
4371,"ER OUT",
4373,"Alimentum PO","PO Feeding"
4375,"EnfAddedRice 24 PO 120.0ml","PO Feeding"
4379,"Mushroom catheter",
4381,"NG residual",
4382,"D5W 200.0ml + 2000mcgkgmin Propofol","IV Drips"
4386,"D5 LR with 40mEq K+","Free Form Intake"
4389,"S 24 Fe NG 90.0ml","NG Feeding"
4392,"impact 1/2 strength","Free Form Intake"
4395,"Promote w/fiber 60.0str","Tube Feeding"
4399,"D5RL 20KCL","Free Form Intake"
4401,"Drain Out #8 Tap",
4404,"k phos gtt","Free Form Intake"
4406,"D5W 120.0ml + 60mcgkgmin Neosynephrine-k","IV Infusions"
4411,"Left JP",
4412,"Right JP",
4414,"1/2 str NEPRO","Free Form Intake"
4416,"NeoSure 24 PO 120.0ml","PO Feeding"
4419,"ew ivf","Free Form Intake"
4422,"Packed RBC's 300.0ml","IV Infusions"
4425,"3/4ST IMPACT/FIBER","Free Form Intake"
4428,"Acities removed",
4430,"plasmalyte","Free Form Intake"
4433,"TPN 1105.0ml","IV Nutrition"
4436,"Lumbar Drain Total",
4438,"l&d uo",
4439,".45NS BOLUS","Free Form Intake"
4442,"PLASMALYTE","Free Form Intake"
4445,"D10W 10.0cc + 500mcgkghr Fentanyl Drip","IV Drips"
4449,".9NS + 0.5:1 heparin","IV Infusions"
4452,"lactated ringers","Free Form Intake"
4455,"Drain Out #4 JP Lateral",
4457,"Lipids 600.0ml","IV Nutrition"
4460,"Impact w/Fib 1/2 Str","Free Form Intake"
4464,"K PHOS-30","Free Form Intake"
4466,"bupivicaine .1%","Free Form Intake"
4469,"NA Phosphate","Free Form Intake"
4472,"D50","Free Form Intake"
4474,"HEPARIN","Free Form Intake"
4477,"1/2 NS REPLACEMENT","Free Form Intake"
4480,"er intake iv","Free Form Intake"
4483,"APROTINEN","Free Form Intake"
4486,"ed ivf","Free Form Intake"
4488,"Readi-Cat 2","Free Form Intake"
4545,"Peritoneal Dial Out",
4547,"intrathecal catheter",
4550,"L LOWER LEG DRAIN",
4552,"VAC dsg",
4553,"thorocentisis",
4555,"Catheter",
4556,"vaginal discharge",
4558,"neocate","Free Form Intake"
4561,"D5W +3amps nabicarb","Free Form Intake"
4564,".25 NS+0.5:1 Heparin 100.0ml","Blood Products"
4568,"PR vanco","Free Form Intake"
4570,"d 10w bolus","Free Form Intake"
4573,"15mmol K+Phos.","Free Form Intake"
4576,"EW uo",
4578,"Neosure 26cal NG","Free Form Intake"
4581,"quincy hospital","Free Form Intake"
4584,"Dialysate IN","Free Form Intake"
4587,"pleural tap output",
4589,"DRAIN SITE",
4590,"ed intake","Free Form Intake"
4593,"Ascitic Fluid",
4595,"JP L AX",
4596,"JP L FEM",
4598,"JP R FEM",
4599,"TPN 1647.0ml","IV Infusions"
4602,"NaHCO3","Free Form Intake"
4604,"GI UNIT OUTPUT",
4606,"Enfacare 24","PO Feeding"
4608,"3/4 ST IMPACT","Free Form Intake"
4611,"D10W Bolus",
4613,"TPN 1119.0ml","IV Drips"
4615,"Sterile H20/Na Acet","Free Form Intake"
4619,"TPN D11.0 100.0cc","IV Drips"
4621,"PD exchange 2.5%","Free Form Intake"
4624,"ProBalance 20.0str","Tube Feeding"
4627,"Factor VII","Free Form Intake"
4630,"Procedure Suction",
4632,"D50%","Free Form Intake"
4634,"d5w& 3 amp nabicarb","Free Form Intake"
4638,"R LQ punch",
4639,"horacentesis",
4641,".9% Normal Saline 63.0ml","IV Drips"
4644,"Deliver 2.0 10.0str","Tube Feeding"
4647,"ENEMA GASTROGRAFFIN","Free Form Intake"
4650,"JP",
4651,".9% Normal Saline 100.0ml + 10mcgkghr Xigris","IV Drips"
4656,"Morphine Sulfate","IV Drips"
4658,"ur.cc/kg",
4660,"ProBalance 293.0str","IV Drips"
4663,"PLEURACENTESIS",
4665,"peri pad",
4666,"Vivonex 600.0str","Tube Feeding"
4669,"Tube Feeding 700.0ml","Tube Feeding"
4672,"Drain #2 Bili",
4674,"D5W 500.0ml + 3mcgkgmin Natrecor","IV Infusions"
4678,"Elecare 20 NG","Free Form Intake"
4681,"3% Normal Saline 20.0ml","IV Infusions"
4684,"floor urine out",
4686,"ProBalance 55.0str","OR Intake"
4689,"Pleural fludid",
4690,"1/2 NS + 20 KCL","Free Form Intake"
4938,"GT to gravity",
4940,"fem. & abd. drainage",
4942,"Supplement 250.0ml","PO/Gastric"
4945,"1/2cc/1cc replace","Free Form Intake"
4948,"Flushpack","Free Form Intake"
4951,".9% Normal Saline 200.0ml + 300mgmin Labetolol","IV Drips"
4955,"LEFT JP",
4957,"J tube","Free Form Intake"
4959,"G-tube residuals",
4961,"bm22 pg","Free Form Intake"
4964,"Fat Emulsion Lipids","Free Form Intake"
4967,"or ascites out",
4969,".9% Normal Saline 250.0ml + 100Uhr Vasopressin + 100Umin Vasopressin","IV Infusions"
4975,"D5/.2NS 250.0ml","IV Drips"
4977,"D5/.45NS 200.0ml","IV Drips"
4980,"farr 2 iv intake","Free Form Intake"
4983,"Bolus NS","Free Form Intake"
4986,"PACU intake","Free Form Intake"
4989,"D5W 105.0ml","IV Infusions"
4991,"HCL DRIP","Free Form Intake"
4994,"PD Dwell","Free Form Intake"
4996,"PD Volume Out.",
4998,"multivitamin IV","Free Form Intake"
5001,"R fem. bag",
5002,"Abdomen site",
5004,"PROTONIX 8MG/HR","Free Form Intake"
5007,"G TUBE REFEED","Free Form Intake"
5010,"Cyclospoprin","Free Form Intake"
5013,"READI-CAT 2","Free Form Intake"
5016,"Hydrochloric Acidgtt","Free Form Intake"
5019,"Albumin 25% 100.0ml","IV Infusions"
5022,"Drain Out #5 JP Medial",
5025,"IV Piggyback 1000.0ml","IV Infusions"
5028,"NGT NS IRRIGANT","Free Form Intake"
5031,"BICARB GTT","Free Form Intake"
5034,"Kphos 15mmol","Free Form Intake"
5036,"Lactulose PR","Free Form Intake"
5039,"Promote w/fiber 800.0str","IV Drips"
5042,"Nutramigen NG 55.0ml","NG Feeding"
5045,"WaterBolus","Free Form Intake"
5048,"E24","Free Form Intake"
5050,"MARCAINE LEFT","Free Form Intake"
5053,"E24 +2corn oil","Free Form Intake"
5056,"Br Milk 24 NG","Free Form Intake"
5059,"edema extremities",
5061,"Respalor 20.0str","IV Infusions"
5064,"NeoCate","NG Feeding"
5066,"Neocate 24 PO","PO Feeding"
5069,"Enfacare 24 PO 330.0ml","PO Feeding"
5072,"250 n/s 15MML NAPHOS","Free Form Intake"
5075,"Enfamil20 GT","Free Form Intake"
5078,"Tube Feeding 480.0ml","IV Drips"
4741,"NS FLUID BOLUS","Free Form Intake"
4744,"parencentesis",
4746,"ProBalance 80.0str","Tube Feeding"
4749,"calcium drip","Free Form Intake"
4751,"str. cath",
4753,"TPN 1040.0ml","IV Infusions"
4756,"0.45% Normal Saline 1.0ml","NG Feeding"
4759,"protonix gtt 8mg/hr","Free Form Intake"
4762,"potassium phos 30mml","Free Form Intake"
4766,"peri pad change",
4768,"JP 2",
4769,"ER intake","Free Form Intake"
4771,"N/A 50.0vl + 2500mcghr Fentanyl","IV Drips"
4775,"disp. pad change",
4777,"procedure EBL",
4779,"Baricat","Free Form Intake"
4781,"E 30","Free Form Intake"
4784,"chest aspirate",
4786,"Nepro 50.0str","Tube Feeding"
4788,"BLOCKING AGENT","Free Form Intake"
4791,"D5 150meq NA Bicarb","Free Form Intake"
4794,"abd drsg drainage",
4797,"Protonix IV","Free Form Intake"
4799,"Enfamil 26 by conc.","Free Form Intake"
4803,"Promote w/fiber 2000.0str","Tube Feeding"
4806,"J Tube to Gravity",
4808,"Fresh Frozen Plasma 206.0ml","IV Drips"
4812,"Enfacare NG","NG Feeding"
4814,"0.45% Normal Saline 100.0ml","Blood Products"
4818,"ouput angio",
4820,"pantoprazole gtt","Free Form Intake"
4823,"NaPhos30mmol/250NS","Free Form Intake"
4826,"1/2 str impact","Free Form Intake"
4829,"D5NS 200.0ml","IV Infusions"
4832,"ED IVFs","Free Form Intake"
4834,"er urine out",
4836,"Sodium PHosphate","Free Form Intake"
4839,"pharesis out",
4841,"sump drain",
4842,"IV INTAKE F2","Free Form Intake"
4845,"Dialysis fluids","Free Form Intake"
4848,"2/3 ST IMPACT","Free Form Intake"
4851,"e","Free Form Intake"
4086,"NeoSure 24 NG 30.0ml","NG Feeding"
4855,"Calcium","Free Form Intake"
4857,"dialysis- fluid off",
4860,"D5W 500.0ml + 2000Uhr Heparin","IV Infusions"
4863,"LACTULOSE ENEMA'S","Free Form Intake"
4866,"2ND PARACENTESIS SIT",
4869,"D5/.45NS 9585.0ml","IV Infusions"
4872,"Respalor 500.0str","Tube Feeding"
4875,"D10W 1.5cc","Fluid Bolus"
4877,"RITUXIMAB","Free Form Intake"
4880,"Promote 15.0str","Tube Feeding"
3608,"PE 22 FS NG 100.0cc","IV Infusions"
3611,"TPN D9.0 500.0cc","IV Drips"
3614,"E 24 Fe FS NG 90.0cc","NG Feeding"
3617,"Alimentum 24 NG","Free Form Intake"
3620,"TPN D14 250.0cc","IV Nutrition"
3623,"0.9% Normal Saline 17.0ml","NG Feeding"
3626,"procainamide","Free Form Intake"
3629,"TPN D15.0 100.0cc","IV Nutrition"
3632,"Neosure 22 PO","Free Form Intake"
3635,"0.9% Normal Saline 31.0ml","NG Feeding"
3638,"urine output cc/k/hr",
3640,"D10W 1.7cc","Fluid Bolus"
3643,"IL TUBING/SYRINGE",
3645,"E 20 3/4s NG","NG Feeding"
3647,"UO cc/k/hour",
3649,"Cerebral Spinal Fld. LP",
3651,"NS .9% 18.0cc","NG Feeding"
3654,"urine o/p cc/kg/hr",
3656,"Sucrose","Free Form Intake"
3659,"D10W 3.6cc","PO Feeding"
3661,"bicarb","Free Form Intake"
3663,".9% NS flush","Free Form Intake"
3666,"Air evacuation NGT",
3668,"L. PLEURAL CT",
3670,"D5W 500.0ml + 870mcgkgmin Dopamine","IV Infusions"
3674,"Sodium Phosphate IV","Free Form Intake"
3678,"APC","Free Form Intake"
3680,"ProBalance","Tube Feeding"
3682,"D5W 250.0ml + 400mgmin Amiodarone","IV Infusions"
3686,"Nepro 35.0str","IV Drips"
3689,"HD fluid removal",
3691,"ProBalance 999.0str","IV Infusions"
3694,"Drain Out #4 JP Medial",
3696,"TPN w/Lipids 1627.0ml","IV Infusions"
3699,"d5 1/4 ns","Free Form Intake"
3702,"left pleural tap",
3704,"er in","Free Form Intake"
3706,"j-tube flush","Free Form Intake"
3709,"L.ARM BAG",
3711,".9% Normal Saline 230.0ml","IV Infusions"
3714,"NeoSure 510.0cc","PO Feeding"
3717,"Pregestimil 24 PO 100.0ml","NG Feeding"
3720,"ivf on medical floor","Free Form Intake"
3723,".3% normal Saline 500.0ml","PO/Gastric"
3484,"Br Milk FS PO 50.0cc","PO Feeding"
3487,"Stomach asp.PH","Free Form Intake"
3490,"gastric pH","Free Form Intake"
3493,"Umbi hernia","Free Form Intake"
3496,"SMA Fe FS NG","NG Feeding"
3498,"BMFSPO + 2 HMF","Free Form Intake"
3501,"D10W 500.0cc","NG Feeding"
3504,"NeoSure 24 PO 330.0ml","NG Feeding"
3507,"PE24PO+2MCT+Promod","Free Form Intake"
3510,"PE 24 FS NG 60.0cc","NG Feeding"
3513,"NeoSure 24 PO 60.0ml","PO Feeding"
3516,"Neosure with 2 polye","Free Form Intake"
3519,"urine amnt",
3521,"ml/kg/hr","Free Form Intake"
3523,"0.9% Normal Saline 26.0ml","PO Feeding"
3527,"PE 20 FS NG 30.0cc","PO Feeding"
3529,"BM 20 FS NG","Free Form Intake"
3532,"Needle Aspiration",
3534,"E 20 FS PO 120.0cc","NG Feeding"
3537,"urine o/p",
3539,"repogle","Free Form Intake"
3541,"Pregestimil 22cal NG","Free Form Intake"
3545,"0.9% Normal Saline 9.0ml","IV Flush"
3548,"ur cc/kg/hr",
3549,"D10W 3.0cc","NG Feeding"
3552,"TPN D10.0 100.0cc","IV Nutrition"
3555,"TPN D24","Free Form Intake"
2262,"TPN 1519.0ml","IV Infusions"
2265,"LR W/ 20 KCL","Free Form Intake"
2268,"NORWOOD HOSPITAL","Free Form Intake"
2271,".9% Normal Saline 275.0ml","IV Infusions"
2274,"gastrogavin in h20","Free Form Intake"
2278,"Drain Out #3 Pigtail",
2280,"Drain Out #6 Pigtail",
2282,"na phos","Free Form Intake"
2285,"PROTONIX DRIP","Free Form Intake"
2288,"LR w/40 kcl","Free Form Intake"
2290,".45% Normal Saline 10000.0ml","IV Infusions"
2294,"D5W 500.0ml + 4mcgkgmin Levophed-k","IV Drips"
2298,"CARIPROSIDE","Free Form Intake"
2301,"NG RESIDUAL",
2302,"TPN w/Lipids 1925.0ml","IV Infusions"
2305,"TPN w/Lipids 1800.0ml","IV Drips"
2308,"STUDY DRUG","Free Form Intake"
2311,"CONTRAST VIA NG","Free Form Intake"
2314,"REFED JEJUNOSTOMY","Free Form Intake"
2317,"TPN w/Lipids 2336.0ml","IV Drips"
2320,"TPN w/Lipids 1586.0ml","IV Drips"
2323,"er ffp","Free Form Intake"
2326,"Kphos 15mmol. 250cc","Free Form Intake"
2329,"er u/o",
2330,"Drain Out #3 Hemovac",
2332,"TPN w/Lipids 1325.0ml","IV Nutrition"
2336,"DEXTROSE125GMS/250CC","Free Form Intake"
2339,"CT OUTPUT OR",
2341,"Dextrose 10% 250.0ml","IV Infusions"
2344,"tham","Free Form Intake"
2346,"D5W VIA PEG","Free Form Intake"
2349,"Albumin 5% 40.0ml","IV Drips"
2352,"OR TPN","Free Form Intake"
2354,".45% Normal Saline 600.0ml","IV Infusions"
2358,"k phos over 6hrs","Free Form Intake"
2361,"cariporide","Free Form Intake"
2364,"er iv intake","Free Form Intake"
2366,"angio urine output",
2368,"TPN 1460.0ml","IV Infusions"
2371,"APROTININ","Free Form Intake"
2374,"L THIGH JACKSON PRAT",
2376,"D5W 250.0ml + 300mcgkgmin Nitroglycerine-k","IV Drips"
2380,"er intake","Free Form Intake"
2383,"cc for cc replace","Free Form Intake"
2386,"PEG DRAINAGE","Free Form Intake"
2389,"BAG LT LEG",
2391,"right hand bag",
2392,"Sump drains 1&2",
2394,"CC6OUTPUT",
2396,"ns with 50meq HCL","Free Form Intake"
2399,"TPN w/Lipids 1945.0ml","IV Drips"
2456,"PD Fluid 1.5%","Free Form Intake"
2459,"APROTANIN","Free Form Intake"
2461,"drain flush r","Free Form Intake"
2464,"hemodialysis ultrafe",
