ITEMID,LABEL,CATEGORY,DESCRIPTION
3744,"Blood Glucose","Chemistry",
3745,"BloodGlucose","Quick Admit",
3746,"Calcium   (8.8-10.8)","Chemistry",
3747,"Chloride  (100-112)","Chemistry",
3748,"Cholesterol (0-199)","Chemistry",
3750,"Creatinine   (0-0.7)","Chemistry",
3751,"Digoxin  (1-2ng/ml)","Drug level",
3754,"Eosinophils","Heme/Coag",
3755,"FIBRINOGEN","Heme/Coag",
3756,"Gentamicin Post 5-10","Drug Level",
3757,"Gentamicin Pre (0-2)","Drug level",
3759,"HGB  (10.8-15.8)","Heme/Coag",
3761,"Hematocrit (35-51)","ABG'S",
3765,"Indirect Bili(0-1.0)","Chemistry",
3766,"Ion Calcium","ABG's",
3768,"LYMPHS","Heme/Coag",
3770,"Lymphs","Heme/Coag",
3771,"MONOs","Heme/Coag",
3773,"Mix Venous CO2(calc)","Mixed VBGs",
3774,"Mix Venous PCO2","Mixed VBGs",
3775,"Mix Venous PO2","Mixed VBGs",
3776,"Mix Venous Sat","Mixed VBGs",
3777,"Mix Venous pH","Mixed VBGs",
3779,"Monos","CSF",
3780,"NEUTS","Heme/Coag",
3784,"PCO2","ABG's",
3785,"PO2","ABG's",
3786,"Phenobarbitol(15-40)","Drug Level",
3788,"Phenytoin  (10-20)","Drug level",
3789,"Platelet  (150-440)","Heme/Coag",
3791,"Polys","CSF",
3792,"Potassium  (3.5-5.3)","Chemistry",
3793,"ProTime","Heme/Coag",
3796,"Ptt","Heme/Coag",
3798,"RETIC Count(0.5-1.5)","Heme/Coag",
3799,"Red Blood C(3.6-6.2)","Heme/Coag",
3801,"SGOT","Chemistry",
3802,"SGPT","Chemistry",
3803,"Sodium  (135-148)","Chemistry",
3807,"T. Protein (5-7.5)","Chemistry",
3808,"TCO2        (21-30)","Chemistry",
3809,"TCO2 (other)","Other ABGs",
3810,"Total CO2","Chemistry",
3811,"Triglyceride (0-250)","Chemistry",
3816,"Urine Glucose","Urine",
3817,"Urine Heme","Urine",
3818,"Urine Ketones","Urine",
3819,"Urine Leukocytes","Urine",
3822,"Urine Protein","Urine",
3827,"Vancomycin Post","Drug Level",
3828,"Vancomycin Pre","Drug Level",
3829,"Venous Base Excess","Venous ABG",
3830,"Venous CO2","Venous ABG",
3831,"Venous O2","Venous ABG",
3832,"Venous TCO2","Venous ABG",
3834,"WhiteBloodC 4.0-11.0","Heme/Coag",
3835,"pCO2","ABG'S",
3836,"pCO2 (other)","Other ABGs",
3837,"pO2","ABG'S",
3838,"pO2 (other)","Other ABGs",
3839,"ph (other)","Other ABGs",
1469,"LLE circumference",,
1470,"drsgs change",,
1471,"left leg measurement",,
1472,"Bivaliruden",,
1474,"Folate",,
1475,"Haptoglobin",,
1478,"pericard drain irr.",,
1479,"IV #1 Reason DC'D",,
1480,"IV #2 Reason DC'D",,
1481,"IV #3 Reason DC'D",,
1482,"IV #4 Reason DC'D",,
1483,"RSBI Not Completed",,
1484,"Risk for Falls",,
1485,"Bivalirudin mg/kg/hr",,
1486,"High Minute Volume",,
1487,"hi min vent",,
1488,"HIGH MIN. VENTIL.",,
1489,"Transtracheal",,
1490,"oob to chair",,
1491,"apnea time",,
1492,"High MV Alarm",,
1493,"LAVAGE",,
1494,"r nare-saline irrign",,
1495,"urine ph",,
1496,"HIGH MIN. VENT.",,
1497,"High Vent Alarm",,
1498,"High Minute Vo;ume",,
1499,"high min. vol",,
1500,"HI MV ALARM",,
1501,"FOLEY CLAMPED",,
1502,"bladder irrig. 60cc",,
1503,"Bed Bath",,
1504,"High min. volume",,
1505,"Palmer Pulses R/L",,
1506,"high min. vol.",,
1507,"HIGH MINUTE VOL",,
1508,"Hi/Minute/Vol/Alarm",,
1509,"bld pres",,
1510,"high Ve",,
1512,"bbaaath",,
1513,"Hi Min Vol",,
1514,"Hi Tidal Vol",,
1515,"decub drsg change",,
1516,"Family Meeting",,
1517,"Readmit <48 hrs",,
1520,"ACT","Coags",
1521,"Albumin","Chemistry",
1522,"Calcium","Chemistry",
1523,"Chloride","Chemistry",
1524,"Cholesterol","Chemistry",
1525,"Creatinine","Chemistry",
1526,"D-Dimer","Coags",
1527,"Direct Bili","Chemistry",
1528,"Fibrinogen","Coags",
1529,"Glucose","Chemistry",
1530,"INR","Coags",
1531,"Lactic Acid","Chemistry",
1532,"Magnesium","Chemistry",
1533,"PTT","Coags",
1534,"Phosphorous","Chemistry",
1535,"Potassium","Chemistry",
1536,"Sodium","Chemistry",
1537,"Thrombin","Coags",
1538,"Total Bili","Chemistry",
1539,"Total Protein","Chemistry",
1540,"Triglyceride","Chemistry",
1541,"Uric Acid","Chemistry",
1542,"WBC","Hematology",
1543,"chest tube drsg.",,
1544,"high min",,
1545,"hand drsg change",,
1546,"high ve",,
1547,"fundus",,
1548,"Lt hand splint &ace",,
1549,"liperudin",,
1550,"lipirudin",,
1551,"high MV",,
1552,"d5w 10gm ca+ glucon",,
1553,"flank drsg change",,
1554,"nephr. tubes irrig.",,
1555,"Apnea Interval",,
1556,"High min. vol",,
1557,"automatic tube comp.",,
1558,"APRV P HIGH",,
1559,"APRV P LOW",,
1560,"APRV T HIGH",,
1561,"APRV T LOW",,
1562,"High Minute Ventil.",,
1563,"ob pad change",,
1564,"pink pad change",,
1565,"High MV Limit",,
1566,"high min vol",,
1567,"apnea",,
1568,"high me",,
1569,"high min vol.",,
1570,"HI TIDAL VOL",,
1571,"ABG",,
1572,"low me",,
1573,"Right Carotid Site",,
1575,"HIGH MINUTE VOL.",,
1576,"automatic tube com",,
1577,"high minute vent",,
1578,"HI/Minute/Vol",,
1579,"CORNEAL REFLEXES",,
1580,"HI/Minute/Volume",,
1581,"APRV",,
1582,"P high",,
1583,"P lo",,
1584,"T hi",,
1585,"T lo",,
1586,"Xigris mcg/kg/hr",,
1587,"xigris mg/hr",,
1588,"min vol",,
1589,"RA",,
1590,"disconnect alarm",,
1591,"waffle boots",,
1592,"Left Arm Girth (cm)",,
1593,"hi min vol.",,
1594,"HI/MINUTE/VOL",,
1595,"Seizure Pads",,
1596,"HIGH MV",,
1597,"Flolan chart cc/hr",,
1598,"Flovan chart as cchr",,
1599,"HIGH MINUTE VENT.",,
1600,"HIGH MINUTE VOLUME",,
1601,"C.C.O",,
1602,"hepa filter",,
1603,"multi podis boots",,
1604,"HI/Minute/Vol/",,
1605,"METHYLPRED 450MG/HR",,
1606,"spinal precautions",,
1607,"Disconnect alarm",,
1608,"air mattress",,
1609,"Isuprel 1mcg/min",,
1610,"THERA VEST 15 MIN.",,
1611,"I time",,
1612,"Pres. High",,
1613,"Pres. Low",,
1614,"Time High",,
1615,"Time Low",,
1616,"High MV.",,
1617,"peripad change",,
1618,"high tidal vol",,
1619,"Lepirudin",,
1620,"L foot CSM check",,
1621,"High/Min/Vent",,
1622,"Alarms",,
1623,"Parameters Checked",,
1624,"PreSep Catheter SVO2",,
1626,"CPT/VEST",,
1627,"Muco lavg",,
1628,"Percussive vest",,
1630,"podis boots",,
1631,"High/MIN/VENT",,
1632,"PMV",,
1633,"HIGH/MIN/VENT",,
1634,"lactated ringers",,
1635,"HIGH Resp Rate",,
1636,"Lavage",,
1637,"pneumo boots",,
1638,"cortisol",,
1639,"High MV",,
1640,"PEG care",,
1641,"high min. volume",,
1642,"Brachial Site",,
1643,"Brachial Site Appear",,
1644,"Brachial Site Dressi",,
1645,"LLE drsg change",,
1646,"RLE drsg change",,
1647,"coccyx dsg change",,
1648,"HIGH ME",,
1649,"Hi MV Alarm Set",,
1650,"high mv",,
1651,"High Tidal Volume",,
1652,"MP boots",,
1653,"Bed Alarm",,
1654,"HIGH VE",,
1655,"Insp. Time",,
1656,"Press Low",,
1657,"Pressw High",,
1658,"driving pressure",,
1659,"high min vent",,
1660,"High Tidal volume",,
1661,"Bed alarms on",,
1662,"High min vol",,
1663,"Calcium gluconate",,
1664,"Low exhaled min vol",,
1665,"High Min Vol",,
1666,"phigh",,
1667,"plow",,
1668,"thigh",,
1669,"tlow",,
1670,"driveP",,
1671,"act",,
1672,"MEAN AIRWAY PRESS",,
1673,"PH",,
1674,"PL",,
1675,"TH",,
1676,"TL",,
1677,"Altepase mg/hr",,
1678,"Time disconnect",,
1679,"high min. vent.",,
1680,"flush catheter",,
1681,"high MV.",,
1682,"multi podus boots",,
1683,"Low minute volume",,
1684,"APNEA",,
1685,"HI MV",,
1686,"Hi insp. pressure",,
1687,"high minute vol",,
1688,"passy muir",,
1689,"P High",,
1690,"P low",,
1691,"T high",,
1692,"T low",,
1693,"check for pulsus q4h",,
1694,"HI VE",,
1695,"Atr Sens Thresh mV",,
1696,"Atr Stim Thresh mA",,
1697,"Atrial Sens mV/mA",,
1698,"GI#1 Intub Site",,
1699,"GI#2 Intub Site",,
1700,"GI#3 Intub Site",,
1701,"GI#3 Tube Stat/Drain",,
1702,"GI#3 tube PlaceCheck",,
1703,"Health Care Proxy",,
1704,"PA line cm Mark",,
1705,"Vent Sens Thresh mV",,
1706,"Vent Sens mV/mA",,
1707,"Vent Stim Thresh mA",,
1710,"zzz Stim Thresh mA",,
1711,"zzzt Stim Thresh mA",,
1713,"Dexmedetomine HCl",,
1714,"Nicardipine HCl",,
1715,"Nicardipine mg/hr",,
1716,"hand mitts",,
1717,"tPA            mg/hr",,
1718,"High Minute Vent.",,
1719,"NRB",,
1720,"high exhale MV",,
1721,"Ribaviron",,
1722,"Waffle boots",,
1723,"HIGH EXHALE MV",,
1724,"High exhaled MV",,
1725,"Pulse",,
1726,"HIGH MIN VENT",,
1727,"TDISCONNECT",,
1728,"nebulizer",,
1729,"Hi Min Vent",,
1730,"RIBAVIRIN RX",,
1731,"drive P.",,
1732,"Hair washed",,
1734,"TOF",,
1735,"Multipodus boots",,
1736,"hi/min/vent",,
1737,"HI/Minute/vol",,
1738,"high/min/vent",,
1739,"Passey Muir Valve",,
1740,"R rad pulse",,
1741,"Auto Tube Comp",,
1742,"QTC",,
1743,"bed alarm",,
1744,"R NEPHROSTOMY",,
1745,"Passey Muir valve",,
1746,"hi MV",,
1747,"l.heel drsg change E",,
1748,"sse's and fleets",,
1749,"milk/molasses enema",,
1758,"HI MIN VOL",,
1761,"HI/MINUTE/VOL/ALARM",,
1768,"nasal cannula",,
1771,"Cisatricurium",,
1781,"BED ALARM",,
1785,"bed alarm on",,
1791,"multi-podis boot",,
1803,"Solumedrol",,
1809,"PA sat",,
1811,"Mouth Care",,
1812,"abg: glucose",,
1813,"Morphine Sulfate",,
1816,"QUINIDINE",,
1817,"ETCO2",,
1818,"PECO2",,
1819,"Protonix ml/hr",,
1820,"alcohol bath",,
1821,"potassium phosphate",,
1822,"PASSE-MUIR VALVE",,
1824,"C&DB",,
1826,"lepirudin  mg/hr",,
1827,"sacra decub dressing",,
1829,"autosigh",,
1832,"Trach care.",,
1835,"Heparin level",,
1837,"Flolan",,
1838,"Lithium level",,
1839,"Multi podis boot",,
1840,"IRRIGATE PIGTAIL",,
1842,"IPPB",,
1844,"position",,
1845,"fingerstick bs",,
1847,"CIWA scale",,
1848,"D5W",,
1849,"PEG Care",,
1851,"DSG CHANGE",,
1852,"ETT rotation",,
1853,"protonix mg/hr",,
1855,"TRACH care",,
1856,"Vecuronium mcg/min",,
1857,"nesiritide",,
1858,"cisatracurium",,
1860,"HFO Delta P (amplt)",,
1861,"HFO Hz",,
1862,"HFO-Bias Flow",,
1863,"HFO-FiO2",,
1864,"HFO-Max mean airway",,
1865,"HFO-Min mean airway",,
1869,"CIWA Scale",,
1870,"multipodis boots",,
1871,"versed 400mg/100ml",,
1872,"Shave",,
1874,"methadone",,
1876,"PROTONIX MG/HR",,
1878,"methylprednisolone",,
1879,"xigris",,
1880,"Urine pH",,
1883,"Spont Minute vols",,
1884,"Spont Resp rate",,
1886,"dextrose",,
1887,"Neo 120mg/250ml",,
1888,"pitressin u/hr",,
1890,"Right Groin Check",,
1891,"Heliox",,
1892,"BED BATH",,
1896,"MPB",,
1898,"pantoprazole",,
1899,"passe muir valve",,
1900,"MULTIPODIS BOOTS",,
1903,"OOB TO CHAIR",,
1904,"Qtc",,
1906,"Elastic gloves",,
1907,"PAsat",,
1908,"GROIN DRESSING",,
1909,"RT LE PULSE",,
1910,"BAth",,
1912,"ASTERIXIS",,
1914,"Cpap",,
1917,"Urine Na+",,
1918,"Urine Osm",,
1919,"Urine creat",,
1920,"GT Care",,
1922,"1.Nausea &vomitting",,
1923,"2.tactile Disturban",,
1924,"3.Tremor",,
1925,"4.Auditory disturban",,
1926,"5.Paroxysmal sweats",,
1927,"6.visual Disturbanc",,
1928,"7.anxiety",,
1929,"8.headach,fullness",,
1930,"9.agitation",,
1931,"Total CIWA scale",,
1932,"1. Nausea and Vomit.",,
1933,"2.Tremor",,
1934,"3.Paroxysmal Sweats",,
1935,"4. Anxiety",,
1936,"5. Auditory Disturb.",,
1937,"6. Agitation",,
1938,"7. Tactile Disturb.",,
1939,"8. Visual Disturb.",,
1940,"9. H/A Head fullness",,
1941,"Total CIWA",,
1942,"INO Tank Press",,
1944,"Coccyx w->d drsg chg",,
1945,"LLcalf w->d drsg chg",,
1946,"fsbs",,
1948,"Trache Care",,
1949,"famotidine mg/hr",,
1955,"Xygris",,
1960,"High Min. Vol.",,
1962,"LIVER FLAPPING",,
1963,"SITTER",,
1964,"Camino Monitor",,
1965,"hi min vol",,
1966,"HI MV Alarm",,
1967,"insentive spir",,
1968,"Verapamil",,
1969,"abduction pillow",,
1970,"magnesium 2gm/hr",,
1971,"Oral drng",,
1975,"apnea time interval",,
1976,"hi min vent.",,
1978,"high me alarm",,
1980,"cast /splint r leg",,
1981,"HighMV Alarm",,
1982,"HIGH MV ALARM",,
1984,"abd/bldr press",,
1987,"glucagon",,
1990,"High minute vent.",,
1991,"pronator drift",,
1996,"HIGH MIN. VOL.",,
1998,"Facial Droop",,
1999,"Pronator Drift",,
2000,"Inspiratory Time",,
2002,"fistula",,
2003,"HIGH MIN VOL",,
2004,"left groin pressure",,
2005,"right groin pressure",,
2006,"high min volume",,
2012,"lo MV",,
2013,"Bupivacaine",,
2014,"lithium level",,
2015,"ATC ON",,
2018,"High min volume",,
2019,"High min vol.",,
2020,"r leg elevated",,
2021,"Seizure Precautions",,
2022,"NIF",,
2025,"High pressure",,
2026,"High time",,
2027,"Low pressure",,
2028,"Low time",,
2029,"Xigris",,
2030,"automatic tube comp",,
2033,"High VE",,
2034,"High min. vent.",,
2036,"high min.",,
2037,"PC driving press",,
2039,"PHIGH",,
2040,"PLOW",,
2041,"THIGH",,
2042,"TLOW",,
2043,"Tidal Vol (P High)",,
2044,"Tidal Vol (P Low)",,
2045,"icp left",,
2046,"hi minute vol",,
2049,"HI TIDAL VOLUME",,
2050,"Low MV",,
2052,"Nicardipine",,
2053,"high VE",,
2056,"Nitric Oxide",,
2057,"nitric tank pressure",,
2058,"Hi VE",,
2059,"Driving pressure",,
2060,"Disconnect alarm.",,
2061,"EPOPROSTENOL",,
2062,"NO ppm",,
2063,"NO tank psi",,
2064,"in-exsufflator",,
2065,"HIGH TIDAL VOLUME",,
2066,"atc",,
2069,"hi tidal volume",,
2070,"nicardipine gtt",,
2071,"P (drive)",,
2072,"Pinsp",,
2074,"AV Fistula",,
2076,"HI(GH MV",,
2077,"nicardipine 25mg/250",,
2078,"Nitric Oxide ppm",,
2079,"Nitric tank psi",,
2080,"high NO",,
2081,"high NO2",,
2086,"R groin angio site",,
2089,"highmv",,
2090,"HI/minute/Vol",,
2091,"dexmedetomidine",,
2092,"T deconnect",,
2093,"Nicardipine mcg/k/mn",,
2094,"Spont VT",,
2095,"Octreotide",,
2098,"BariAir Auto Turn",,
2099,"lymphedema sleeve",,
2100,"cardene mcg/kg/min",,
2101,"nicardipine mg/hr",,
2103,"High minute volume",,
2105,"hi minute volume",,
2106,"study drug/24mcg/k/h",,
2107,"pinsp",,
2109,"High MV alarm",,
2110,"Mucomyst",,
2112,"continuous C.O",,
2114,"Assess Peak Flow",,
2116,"Disconnect",,
2118,"I.T",,
2119,"Slope",,
2123,"High exhale MV",,
2124,"high mn vent",,
2125,"slope",,
2126,"Hi/Minute/Vol",,
2127,"high exhale mv",,
2129,"Driving Pressure",,
2130,"NO tank PSI",,
2131,"Nitric oxide",,
2132,"flolan",,
2133,"PCV-Delta P",,
2135,"CCO CI",,
2136,"CCO CO",,
2137,"Nephrostomy Drain",,
2139,"EDVI",,
2140,"Glucagon",,
2141,"Glucagon mg/hr",,
2143,"multipodus",,
2145,"tpa",,
2146,"edvi",,
2150,"CHEST PT",,
2161,"aprotinin cc/hr",,
2164,"NIMBEX MG/KG/HR",,
2166,"PRECEDEX MCG/KG/HR",,
2173,"EYE CARE",,
2185,"CALCIUM GLUCONATE",,
2188,"precedex mcg/kg/hr",,
2194,"SVO2",,
2195,"precedex",,
2196,"PRECEDEX",,
2198,"EPIDURAL",,
2201,"Precedex",,
2203,"SOLUMEDROL",,
2209,"MULTIPODUS BOOT",,
2224,"URINE CREAT",,
2225,"URINE NA",,
2226,"URINE OSMO",,
2229,"PAW",,
2236,"MULTIPODUS BOOTS",,
2248,"VASOPRESSIN UNIT/MIN",,
2256,"FEM A LINE",,
2265,"MVO2",,
2268,"BREAST BINDER",,
2273,"vanco level",,
2274,"APROTININ U/HR",,
2275,"FEM LINE BP",,
2280,"1:1 sitter",,
2281,"VENT DRAIN",,
2283,"PRECEDEX MG/K/HR",,
2284,"Cisatra  mcg/kg/min",,
2285,"nimbex mcg/kg/min",,
2287,"APROTININ CC/HR",,
2288,"L ARM ELEVATION",,
2289,"HEPARIN",,
2290,"nimbex mcg/kg/m",,
2293,"ART BP",,
2294,"ART MEAN",,
2296,"Precedex (mcg/kg/hr)",,
2297,"Aggrastat cc/hr",,
2300,"L LEG WAFFLE BOOT",,
2301,"CIS/CURIUM MG/KG/HR",,
2304,"aprotamine",,
2305,"aprotinin",,
2307,"WAFFLE BOOTS",,
2308,"FEM ALINE",,
2309,"FEM ALINE MAP",,
2310,"cisatracuri/mcg/kg/m",,
2311,"VT",,
2313,"ICE PACKS OU",,
2314,"cpp",,
2316,"Passy-Muir valve",,
2319,"low exhaled min. vol",,
2320,"Lower leg splint",,
2321,"PEJ SITE CARE",,
2326,"(R) FEMORAL SHEATH",,
2330,"CISATRACUR MCG/K/MIN",,
2334,"vasopressin u/hr",,
2336,"cist mcg/kg/min.",,
2337,"peric. drain flushed",,
2338,"finger stick glucose",,
2339,"APROTONIN",,
2340,"HIGH EXHALED MIN.VOL",,
2341,"CLOT IN BLOODBANK",,
2344,"TPA MG/HR",,
2347,"BLADDER PRESSURE.",,
2349,"APROTONIN U/HR",,
2351,"GROIN BP",,
2353,"R FEM MAP",,
2355,"solumedrol mg/kg/hr",,
2356,"RIGHT HEEL DRESSING",,
2358,"ALBUMIN",,
2359,"thrill/bruit",,
2360,"CISATRACUR MCG/KG/MN",,
2361,"FOOT WOUND",,
2362,"STRENAL WOUND",,
2363,"CINA SCALE",,
2366,"RUE-sling/swath",,
2367,"HI LOW NEB",,
2368,"fem abp",,
2369,"fem map",,
2370,"R arm sling",,
2372,"FICK CO",,
2373,"APROTININ ML/HR",,
2374,"RAD ART BP",,
2376,"APROTININ",,
2377,"MULTIPODUS BOOT RT",,
2378,"epidural",,
2379,"RAD ART S/D",,
2380,"APROTONIN 250,000U/",,
2382,"Protonix gtt",,
2386,"passey muir",,
2387,"CHEST DRSG W->D",,
2390,"cisatracurium mg/hr",,
2393,"VISUAL FIELDS",,
2394,"IVF",,
2395,"PPN/TPN",,
2396,"MIVED VENOUS O2 SAT",,
2397,"BAIR HUGGER",,
2398,"MIXED VENOUS SAT",,
2400,"tidal volumes",,
2401,"inner cannula",,
2402,"sp tidal volumes",,
2404,".45%ns",,
2405,"mouth flap color",,
2406,"mouth flap pulse",,
2408,"tidal vol",,
2409,"nitro mcg/kg/min",,
2412,"lipase",,
2413,"CISATRICURI MCG/K/MI",,
2416,"finger stick glucos.",,
2418,"CARIPORIDE 20MG/HR",,
2419,"THIGH HI TEDS.",,
2420,"TIDAL VOLUME",,
2421,"QT interval",,
2422,"PEG SITE CARE",,
2423,"DECUBITI CARE",,
2424,"2ND RA ALINE",,
2428,"QUAD COUGHING",,
2429,"VENOUS/DOPPLER/BFM",,
2430,"AMBU/NS INSTILLATION",,
2432,"insulin",,
2433,"pej site",,
2434,"CAGLUCONATE2GMS/L.",,
2435,"CALGLUCONATE20GMS/L",,
2437,"Sod Bicarb/NS",,
2438,"TPN",,
2443,"PROTONIX DRIP",,
2444,"CISATRACUR.MCGKGMIN",,
2445,"Vasopressin",,
2449,"LT. AVF BRUIT/THRILL",,
2450,"CLOT IN BLOOD BANK",,
2451,"Passy-Muir Valve",,
2452,"LEG DSD CHANGE",,
2454,"CISATRA MCG/KG/MIN",,
2455,"percussion",,
2456,"CARIPROSIDE",,
2459,"osomolarity",,
2460,"CARIPORIDE ML/HR",,
2461,"APROTANIN ML/HR",,
2462,"cisatacurium mcg/k/m",,
2463,"CISATRAC. MCG/KG/MIN",,
2464,"epidural ml/hr",,
2466,"KCL",,
2467,"DEXTROSE GM/HR",,
2468,"NAHCO3- MEQ/HR",,
2469,"deflate rectal foley",,
2470,"BLADDER PRES.mm/Hg",,
2472,"INTRATHECAL PRESSURE",,
2473,"COCCYX GEL/ALLEVYN",,
2474,"L HEEL W-D",,
2476,"rectal tube deflate",,
2477,"cisatric mcg/kg/min",,
2478,"Amiodarone mg/hr",,
2479,"INTRATHECAL CATHL2-3",,
2480,"CISATRACUR.MCG/KG/MI",,
2481,"Amicar cc/hr",,
2482,"SOLUMEDROL  MG/KG/HR",,
2483,"PAVULON MCG/KG/MIN",,
2484,"incentive spirometer",,
2486,"mask",,
2487,"carioride cc/hr",,
2488,"sandbag->chest",,
2489,"BILAT HEARING AIDS",,
2492,"ABD BINDER",,
2493,"cariporide",,
2497,"cisatricurium/mc/k/m",,
2498,"CARIPORIDE CC/HR",,
2499,"AV THRILL",,
2500,"L RADIAL AV FISTULA",,
2502,"cisatricurium mg/k/h",,
2503,"bupivacaine",,
2504,"no",,
2505,"no2",,
2507,"ITRATHECAL",,
2508,"SOLUMEDEROL",,
2509,"APROTONIN CC/HR",,
2510,"DEXTRAN LML 10%",,
2511,"CISATRACURIUM GTT",,
2512,"SILVADENE FEET BID",,
2514,"pigtail flush",,
2515,"IABP-BP",,
2516,"CARIPORIDE",,
2517,"Cisatracu mg/kg/hr",,
2518,"HFO- FIO2",,
2519,"HFO-% I Time",,
2520,"HFO-Delta P (amplit)",,
2521,"HFO-Hz",,
2522,"HFO-MAP",,
2524,"multipodis splints",,
2525,"Peg DSG",,
2527,"HFO-Bias Flow (lpm)",,
2529,"arterial pulse flap",,
2530,"venous pulse",,
2534,"tidal volume",,
2535,"flap check",,
2538,"STUDY DRUG",,
2542,"TOF TWICH MONITOR",,
2543,"FEM ART",,
2544,"FEM ART MAP",,
2546,"CISATRACURIUMMG/KG/H",,
2547,"Precedex mcg/kg/hr",,
2548,"nimbex mg/kg/hr",,
2551,"study drug",,
2552,"cistracurium mg/min",,
2553,"svt",,
2554,"Cisatr mcg/kg/min",,
2555,"THAM-trisaminomethan",,
2556,"Cisatra.  MG/KG/HR",,
2560,"CISATRA. MCG/KG/MIN",,
2561,"VASOPRESSIN U/HR",,
2562,"INTRA ABD PRESSURE",,
2563,"abd girth",,
2565,"Bruit/Thrill",,
2566,"Spontaneous VT",,
2567,"K Phosphate",,
2568,"SOLUMEDROL DRIP.",,
2569,"cath site",,
2570,"valproic acid",,
2572,"V02I",,
2573,"cistra  mgm/kg/hr",,
2574,"MVO2 SAT",,
2576,"rt groin",,
2577,"CARIIPORIDE ML/HR",,
2579,"mammary support",,
2581,"bladder pres.",,
2582,"uvp",,
2583,"Multipodus boots.",,
2585,"chest PT",,
2588,"AV FISTULA BRUIT",,
2589,"cariporide @ 21/ml",,
2590,"HI/Minute/vol/Alarm",,
2591,"FENOLDOPAM MCG/KG/MN",,
2592,"MULTIPODUS SPLINT",,
2593,"PENTOBARB DRIP MG/HR",,
2597,"intrathecal cath",,
2600,"Ca Gluc 20Gm/D5W",,
2604,"CHEST WT ON/OFF",,
2605,"CARAIPORIDE CC/HR",,
2606,"halo traction",,
2609,"TED STOCKINGS",,
2610,"L ARM SLING",,
2616,"PASSY-MUIR VALVE",,
2618,"Cistracurium",,
2619,"3% NS",,
2622,"CA GLUC GM/HR",,
2626,"wound gel to coccyx",,
2627,"RIGHT FEM ALINE",,
2628,"bivalirudin mg/hr",,
2629,"SOLUMEDROL DRIP",,
2631,"DRAIN FLUSH",,
2632,"unassisted diastole",,
2633,"unassisted systole",,
2634,"VENT CPP",,
2635,"VENT ICP",,
2637,"RT FEMORAL ART BP",,
2638,"CEREBRAL LACTATE",,
2639,"JPO2",,
2640,"SJ PH",,
2641,"SJO2",,
2642,"FEMORAL ABP",,
2643,"N.O.",,
2644,"pericare",,
2646,"Vent CPP",,
2647,"art mean",,
2649,"Police Gaurd",,
2651,"Abd Cmprtmnt Pressur",,
2652,"APROTANIN",,
2655,"ALCOHOL 10%DRIP G/HR",,
2656,"SOLUMEDROL MG/KG/HR",,
2657,"SOLUMEDROL CC/H",,
2658,"ALCOHOL",,
2659,"Camino CPP",,
2660,"ICP Camino",,
2661,"ALCOHOL 5% DRIP G/HR",,
2663,"ACETYCYSTEINE",,
2664,"INO alarms",,
2665,"NO",,
2666,"alteplase",,
2667,"alteplase mg/hr",,
2668,"TEMP GRAFT",,
2669,"svo2",,
2670,"nimbex",,
2671,"NO2 TANK PRESSURSE",,
2672,"fentanyl mg/hr",,
2673,"aprotanin",,
2674,"WAFFLE BOOT",,
2679,"PENTOBARBITAL MG/HR",,
2681,"FINGERSTICK",,
2684,"Cisat mcg/kg/hr",,
2685,"Cisat mcg/kg/min",,
2686,"TPA MG/MIN",,
2687,"AMMONIA",,
2688,"URINE CL.",,
2690,"URINE OSM",,
2691,"URINE POTASSIUM",,
2692,"URINE SODIUM",,
2693,"LEPIRUDIN",,
2694,"LEPIRUDIN MG/HR",,
2695,"D02-1",,
2696,"EDV1",,
2697,"EF %",,
2698,"V02",,
2699,"EF",,
2700,"tslo brace",,
2701,"multi-podus boots",,
2702,"ulnar pulse right",,
2704,"ABDOMINAL PRESSURE",,
2705,"TPA - left   mg/hr",,
2706,"TPA -right mg/hr",,
2711,"qtc interval",,
2714,"DO2 INDEX",,
2715,"VO2 INDEX",,
2716,"EDV",,
2717,"NITRIC OXIDE",,
2730,"CAMINO",,
2731,"Femoral ABP",,
2732,"Femoral ABP (Mean)",,
2733,"RIGHT VENT ICP",,
2734,"right vent drain",,
2736,"right fem bp",,
2737,"FDP",,
2739,"FENOLDOPAM",,
2740,"DO2 I",,
2741,"VO2 I",,
2743,"VENOUS DOPPLER",,
2744,"ALINE, RIGHT RADIAL",,
2745,"ICP LEFT",,
2746,"corlopam mcgs/kg/min",,
2747,"CHECK L ARM BRUIT",,
2748,"D02",,
2750,"NS w/20kcl",,
2751,"DVO2",,
2752,"DVO2I",,
2754,"PITRESSIN U/MIN",,
2755,"XIGRIS CC/HR",,
2756,"KETAMINE",,
2757,"KETAMINE MG/HR",,
2758,"FEM BP",,
2759,"epidural pressure",,
2760,"aprotanine",,
2761,"passey-muir",,
2762,"R SHEATH",,
2764,"Aprotinin cc/hr",,
2765,"VASOPRESSIN   UNIT/R",,
2767,"Mixed Venous SaO2",,
2768,"fem a-line",,
2769,"left radial ABP",,
2770,"left radial MAP",,
2772,"SJ CO2",,
2773,"sjlactate",,
2774,"sjo2",,
2775,"sjph",,
2776,"SV",,
2777,"TLSO",,
2778,"Pantoprazole",,
2779,"bladder pressures",,
2780,"stv",,
2781,"fetal heart sound",,
2783,"edv",,
2784,"irrigate pigtail",,
